id,person_id,purchase_date,retailer,item_description,product_code,master_category_full_name,price,sales_unit,age_group,person_gender,location_id
f12d4f921c950a1415879ae40530a1c4,193b0351693cf787c2b1423f1b806806,2023-07-14,B,샘표 진간장 금F-3 (860ML),8801005133005.0,가공식품>조미료>장류>간장,6160,1,4549,0,8
a1f5c40a600c8cb4bcff62019146a11d,06ecc0fa9156a83c5017b053e0cc04a7,2023-07-17,A,오뚜기 3분카레순한맛,8801045290300.0,가공식품>즉석/편의식품>즉석/조리식품>즉석카레류,1680,1,3034,0,9
e0d1de55a9d6cbf7d2809ef134181a5d,06ecc0fa9156a83c5017b053e0cc04a7,2023-07-17,A,간편미역국9.5g*5,8801045623146.0,가공식품>즉석/편의식품>즉석/조리식품>즉석국/찌개류,2600,1,3034,0,3
41b56c8aee83c463616ee104bcb28e1c,5b6c7bcdcf9464255e3151f563db8c72,2023-07-13,A,샘표 진간장 금F3 1.7,8801005133029.0,가공식품>조미료>장류>간장,10170,1,3539,0,9
ddc5d29188ef2ade7239fe23461e44c8,32e80d3b16d2b5e4681310d10e2eb0e6,2023-07-22,A,수미칩오리지널(85g),8801043010047.0,가공식품>과자류>비스킷>스낵,2250,1,4549,0,8
9cf82b6446dcaecf68b3c1dc3838e47f,5b6c7bcdcf9464255e3151f563db8c72,2023-07-17,B,농심 멸치칼국수,8801043004282.0,가공식품>즉석/편의식품>라면류>봉지라면,4500,1,3539,0,3
0cfbc61f1c6a823edd91edfce4eaf4bf,5f4ac1e511c10d50d37f0c51f14062c3,2023-07-11,A,청정원 순창쌈장 500g,8801052438016.0,가공식품>조미료>장류>쌈장,4860,1,5054,1,2
3baf54c1aca74dfaa535e63cff4c785a,9be8c43c56b1c443875e3c989b076bd6,2023-07-02,A,농심 멸치칼국수 98g*,8801043004282.0,가공식품>즉석/편의식품>라면류>봉지라면,4500,1,3034,0,3
1251199c437bd7dad88f9cc040fc88b4,2ecbba6a7df2e8d147241b8df37e5c59,2023-06-28,A,큐원 설탕(하얀) 1kg,8801013110104.0,가공식품>조미료>종합조미료>설탕,1950,1,4044,0,4
6bc44a8b88ff35381c604e0639431d89,2ecbba6a7df2e8d147241b8df37e5c59,2023-06-27,A,CJ백설설탕(갈색)1kg,8801007101309.0,가공식품>조미료>종합조미료>설탕,2480,1,4044,0,5
b701bd47c4b727320fd4b3f7af5dd7ce,802eb54c1f997b8c4c07fb10dedd18e5,2023-07-25,A,맥심 아라비카 병100g,8801037037067.0,가공식품>커피/코코아>원두커피>로스팅원두커피,5930,1,5054,0,6
a96d8f65553043b2b818fa8a3e2ee404,c44816a6bf18b768c9c485c90590bab3,2023-07-28,A,해태맛동산300g,8801019603440.0,가공식품>과자류>비스킷>스낵,4380,2,4549,0,2
a84f9b3740475a7edc42b4b9db3836f8,3fcca3b4fdf964d205ae632adbe41e27,2023-07-31,A,농심 멸치칼국수 98g*,8801043004282.0,가공식품>즉석/편의식품>라면류>봉지라면,4500,1,4044,0,3
080fdbf42bf6e62cc10814790ab49f3a,da1c9f5577c6d62246eec591a62d6b69,2023-07-31,A,농심 올리브짜파게티1,8801043015264.0,가공식품>즉석/편의식품>라면류>봉지라면,4880,1,4044,0,2
921747f7f26d054d18ad7c8a70735887,e3414e62eb68d123a5cbbdd1a680e965,2023-07-22,B,해찬들 사계절쌈장 (170G),8801007052816.0,가공식품>조미료>장류>쌈장,1480,1,5054,1,9
3a3a42b378c5ead2dd8db9270875fe1d,26116941535b8f6ca900e54b78e32dc0,2023-07-31,B,농심 올리브 짜파게티,8801043015264.0,가공식품>즉석/편의식품>라면류>봉지라면,4480,1,4549,0,2
174442949be4f941d7038a17487cf2ad,d0e939d4047a5264b0022cc6db8a790f,2023-08-01,A,농심 올리브짜파게티1,8801043015264.0,가공식품>즉석/편의식품>라면류>봉지라면,4880,3,4549,0,2
51aafb65109ef5fad1822060c2a962b6,64cbf9c1cb3b2d3804d570d52c26f50a,2023-08-05,B,농심 올리브 짜파게티,8801043015264.0,가공식품>즉석/편의식품>라면류>봉지라면,4480,1,3539,1,2
9902d45a2636b08fa6e923d293781950,e2834cc5aaea62b3d54bd88b847af505,2023-07-29,A,농심 올리브짜파게티1,8801043015264.0,가공식품>즉석/편의식품>라면류>봉지라면,4880,1,3034,0,2
a030bc8f15947176a9c7c4de277aa81d,8574c4377e03ebdc3e421e91c903f31a,2023-08-06,A,맥심오리지날리필170g,8801037028669.0,가공식품>커피/코코아>원두커피>로스팅원두커피,7400,1,5559,0,4
e309b427eb097711ad28080a7fa3f930,1ecd18845fcb5cfcbf507b2b25a90015,2023-07-03,B,오뚜기 짜장분말,8801045860107.0,가공식품>즉석/편의식품>즉석/조리식품>기타즉석/조리식품,2580,1,4044,0,7
a1c46527f06cb25ccd2501812524e73e,1ecd18845fcb5cfcbf507b2b25a90015,2023-07-03,B,오뚜기 바몬드카레골드 약매운,8801045014104.0,가공식품>즉석/편의식품>즉석/조리식품>즉석카레류,3080,1,4044,0,2
4d62dc2c9db1f78141e8e6a4df8b7879,1ecd18845fcb5cfcbf507b2b25a90015,2023-07-03,B,청정원 순창쌈장,8801052438016.0,가공식품>조미료>장류>쌈장,5400,2,4044,0,2
d9941afa2b37b529a16dc639d8a16f8a,192b4db1936cc98abf1b0fb4bda471e3,2023-08-06,B,오리온 오감자 그라탕,8801117743307.0,가공식품>과자류>비스킷>스낵,2080,1,4549,0,7
55730c0a55bdb8ba39be8220297a14f0,31f0f7ee5370a1c4e9933ecf991c2281,2023-08-06,B,농심 올리브 짜파게티,8801043015264.0,가공식품>즉석/편의식품>라면류>봉지라면,4480,1,4549,0,2
618819bab01fe670891252d2b6ee56ed,432c0302524187560aa4e8dfd31d557d,2023-06-26,B,해찬들 사계절쌈장 (500G),8801007052854.0,가공식품>조미료>장류>쌈장,5180,2,5559,1,6
3b46beb3475d190717436a6a21412cf2,a98adc0a3e0539da822cd763b6ebfff8,2023-07-25,A,오뚜기카레순한맛100g,8801045010113.0,가공식품>즉석/편의식품>즉석/조리식품>즉석카레류,2380,2,3539,0,4
c82c011fc713c885c87f5b78d8585837,daf595f38eaeb3c9765cfe4b10c9ac0d,2023-08-04,A,오뚜기 순후추 100g,8801045450421.0,가공식품>조미료>향신료>기타향신료,6180,1,3034,1,3
0ce45cfee161b25ce20a790585ba2f3d,a98adc0a3e0539da822cd763b6ebfff8,2023-07-18,A,청정원고기쌈장170g,8801052736945.0,가공식품>조미료>장류>쌈장,3100,1,3539,0,2
e1af80ed22ccde53bbf4973f65fdac60,5c97207861a93ece8fa223db9b99d29c,2023-08-08,A,CJ해찬들사계절쌈장1k,8801007052991.0,가공식품>조미료>장류>쌈장,8980,2,4549,0,7
9806272cb775f8a7e2271b42f4519c87,9aae041d290485f7458d8493d6df4b87,2023-08-14,B,해찬들 바지락꽃게 된장찌개양념,8801007053509.0,가공식품>조미료>장류>된장,8780,1,5559,1,9
87003ceb21b42bc7ce25c135c9c75a3a,feb18958770d60af1f00ab05669ffe98,2023-08-12,A,CJ백설핫케익가루500g,8801007150338.0,가공식품>분말류>밀가루분말류>홈메이드믹스,2980,1,4549,0,9
015cbdd4d6308e2abc8f6782531785ce,634c4da98da8c63767837c105c624072,2023-06-24,A,농심 올리브짜파게티1,8801043015264.0,가공식품>즉석/편의식품>라면류>봉지라면,4880,1,4549,1,2
cd0e3519bb27a1dbe4212a256191cb68,2d6a85ee989143972fc12ebe642ac5d3,2023-08-15,B,오뚜기 크림스프,8801045052106.0,가공식품>즉석/편의식품>즉석/조리식품>즉석 죽/밥류,1980,1,2529,0,5
4b1964022d683870cc3d3bf5dd1e318b,bc575428e6572b1aba160abca6f9fbc4,2023-08-13,B,오뚜기 짜장분말 (100G),8801045860107.0,가공식품>즉석/편의식품>즉석/조리식품>기타즉석/조리식품,2580,1,4044,0,7
5a20f195302a834fe566e80d74b168b0,051cfd8bbb327a1cf4788b3920c1ff54,2023-08-19,B,해찬들 사계절쌈장(봉),8801007052946.0,가공식품>조미료>장류>쌈장,3080,1,4044,1,7
e050acfef99ce74c051a0412f233a9c3,83af16a5d7d3c975fc2fdca29141629a,2023-08-18,B,팔도 도시락 쇠고기맛 (1개입),8801128503174.0,가공식품>즉석/편의식품>라면류>용기라면,870,4,4044,0,3
ff4573cd6b67b65ab451a002f993cb85,5f4ac1e511c10d50d37f0c51f14062c3,2023-08-10,A,청정원자연숙성국간장,8801052732350.0,가공식품>조미료>장류>간장,6380,1,5054,1,5
e6c61bae1eb28f6b51ddc5adb49d3903,83af16a5d7d3c975fc2fdca29141629a,2023-08-04,A,카레여왕치즈크림100g,8801052745930.0,가공식품>즉석/편의식품>즉석/조리식품>즉석카레류,3780,1,4044,0,7
af1ee4e4f97fdd735ba50589c7080377,83af16a5d7d3c975fc2fdca29141629a,2023-07-16,A,CJ백설부침가루1kg(바,8801007004525.0,가공식품>분말류>밀가루분말류>밀가루,3980,1,4044,0,8
0ab646aaeb07ecc02d68435dd989c0eb,42ca81f65538e2ee69a36760b50dfba5,2023-08-15,B,오뚜기 부침가루,8801045423500.0,가공식품>분말류>밀가루분말류>밀가루,2900,1,3539,0,2
8e6f03cc7135ba7dc35b0770677be0ae,83af16a5d7d3c975fc2fdca29141629a,2023-06-24,B,청정원카레여왕 망고&바나나 (108G),8801052740003.0,가공식품>즉석/편의식품>즉석/조리식품>즉석카레류,3280,1,4044,0,5
0ed1a720ff29a075428326deaf7d60fb,48611a8aedf743b2d5fdd57668bb33b0,2023-08-21,A,동원 양반 전복죽 288,8801047161578.0,가공식품>즉석/편의식품>즉석/조리식품>즉석 죽/밥류,3980,2,6000,1,6
cb238678b60035c62e1228759c4a38be,48611a8aedf743b2d5fdd57668bb33b0,2023-08-21,A,동원 양반 쇠고기죽 2,8801047161608.0,가공식품>즉석/편의식품>즉석/조리식품>즉석 죽/밥류,3980,2,6000,1,4
78c17846b36ebf0dc8ffbd1ea6bfede4,48611a8aedf743b2d5fdd57668bb33b0,2023-08-21,A,동원 양반 야채죽 288,8801047161646.0,가공식품>즉석/편의식품>즉석/조리식품>즉석 죽/밥류,3980,2,6000,1,5
75f9101d051074910e687b1a66860de0,2557eb44725a1af0e9ccaa82362854df,2023-08-15,A,CJ 백설 꽃소금3kg,8801007033129.0,가공식품>조미료>종합조미료>가공염,4780,1,4044,0,7
fdb09b0ad771eb0969e72901ab3b5d6b,199e5f99d9c854d23dfb8f1966bea483,2023-08-02,A,청정원맛소금250g,8801052171043.0,가공식품>조미료>종합조미료>가공염,1330,1,5054,0,7
3132069dc3d756b6d3d638696c8bc848,1d9de9bebe96497f316f52fa070f040b,2023-08-21,B,오뚜기 부침가루,8801045423500.0,가공식품>분말류>밀가루분말류>밀가루,3400,1,4044,1,2
7559de80358dae70829ec5e2963cbbb1,5c496d6c15b22be38b2749a1ffd3ce58,2023-08-04,B,농심 짜파게티 범벅 (6개입),8801043015622.0,가공식품>즉석/편의식품>라면류>용기라면,5040,1,3034,0,9
2914f86d88f04e05722e093f8af044de,1843e3a2d541284d75c28cd80a3bbb0d,2023-08-26,B,오뚜기 튀김가루,8801045420509.0,가공식품>분말류>밀가루분말류>밀가루,3400,1,5559,1,3
3a403f40f2f761c3492065277377bf71,bb0660a73b5ace7d5249b3ac3974fc39,2023-08-26,A,농심 올리브짜파게티1,8801043015264.0,가공식품>즉석/편의식품>라면류>봉지라면,4880,1,4549,0,2
e7bff8ae5f4ff41dfbe4221862a99b1d,3d866d784f939c7341beee22b3d5cca0,2023-08-28,A,농심 안성탕면 125g*5,8801043014786.0,가공식품>즉석/편의식품>라면류>봉지라면,3380,1,6000,1,8
39f0c4d392820c62f7d014d484c1d163,75e938784041f86e981154c6a1cc03ad,2023-07-02,B,농심 올리브 짜파게티,8801043015264.0,가공식품>즉석/편의식품>라면류>봉지라면,4880,1,3539,1,2
f23cff694b3b03285293b1c26af061bb,8d2f329c7cbbe69f14a6cc83f4f8c3f9,2023-08-12,B,CJ 삼호 안심 도톰쫄깃사각,8801242643190.0,가공식품>어육/연식품류>어육제품류>어묵,3120,2,4044,0,4
a0d7ba5fd019f83af984aae6071b36fc,7d6f5bb656af1773d0f4f8682b487b5c,2023-08-13,A,CJ쌈장500g(사계절),8801007052854.0,가공식품>조미료>장류>쌈장,5180,2,3539,0,6
b6d9a63bf0900760de3e677e5ad45f3c,7eb49eb0801b5ef196ed2f278df32246,2023-08-19,A,CJ백설부침가루1kg(바,8801007004525.0,가공식품>분말류>밀가루분말류>밀가루,3980,1,4549,0,8
98953b52d95be7fc90cc856a939c5686,4b63572a35b36d26031c3a2074304ca1,2023-08-31,A,곰표밀가루2.5kg(중력,8801176101124.0,가공식품>분말류>밀가루분말류>밀가루,4420,1,6000,1,9
7f553af2525f34cb60029aef69c5b869,13d0f127fd6aaaa259b7c4f4bd56ecc7,2023-09-02,A,오뚜기부침가루1kg,8801045423500.0,가공식품>분말류>밀가루분말류>밀가루,3400,1,4044,0,2
10ca655ff4b7f708dd56726ef081c3e8,13d0f127fd6aaaa259b7c4f4bd56ecc7,2023-09-02,A,오뚜기튀김가루1kg,8801045420509.0,가공식품>분말류>밀가루분말류>밀가루,3400,1,4044,0,3
337cf1ab0f98750b305de1bcd6c328c3,510c153c597d3138cc461be7278d28d5,2023-09-03,A,농심 올리브짜파게티1,8801043015264.0,가공식품>즉석/편의식품>라면류>봉지라면,4880,1,5054,0,2
72d344c90d76c6c443f290a2f608903f,97a7f3c44dc53df70283d535fb4ae678,2023-08-28,B,청정원 순창쌈장 (200G),8801052438092.0,가공식품>조미료>장류>쌈장,2450,1,5054,0,4
4059ba2cee7463769f6d2a23be695f71,ec454d926971dfbe6c3ba6f0a1e28e07,2023-08-17,A,오뚜기 옛날구수한누,8801045890715.0,가공식품>즉석/편의식품>즉석/조리식품>즉석 죽/밥류,1480,1,4549,0,7
6258e7c536e5e6f7b3d179380006219f,ec454d926971dfbe6c3ba6f0a1e28e07,2023-08-17,A,청정원맛소금1kg,8801052171067.0,가공식품>조미료>종합조미료>가공염,4180,1,4549,0,7
d28c1dce157de7a7ba67e39cbc8dca44,ec454d926971dfbe6c3ba6f0a1e28e07,2023-07-27,A,팔도 도시락 86g,8801128503174.0,가공식품>즉석/편의식품>라면류>용기라면,870,2,4549,0,3
626554f673cc2b32418a51bbfc031729,e896e6d9a2721705f10e4007b39c3e2b,2023-09-09,A,CJ백설부침가루500g(,8801007107547.0,가공식품>분말류>밀가루분말류>밀가루,3680,1,3539,0,4
839498003acd3b9c33175ce91bb14692,22ea399bb0e7224cab4d5724a6908f25,2023-08-13,B,농심 올리브 짜파게티,8801043015264.0,가공식품>즉석/편의식품>라면류>봉지라면,4480,1,4549,1,2
844d26d704964e3e7fce0ba7b12325b7,22ea399bb0e7224cab4d5724a6908f25,2023-07-08,B,백설 꽃소금,8801007028729.0,가공식품>조미료>종합조미료>가공염,1740,1,4549,1,9
1f211689b09f7fb3bdc53043f79efa7d,2d6a85ee989143972fc12ebe642ac5d3,2023-09-11,B,농심 올리브 짜파게티,8801043015264.0,가공식품>즉석/편의식품>라면류>봉지라면,4880,1,2529,0,2
ee6cbc06cdfe2ac738bb0b5fefe44731,2d6a85ee989143972fc12ebe642ac5d3,2023-09-11,B,샘표 연두 순,8801005300025.0,가공식품>조미료>종합조미료>천연/발효조미료,5970,1,2529,0,6
bad2f86f0d72dd00c0a19ce0203da718,9b393d584ca62871db085af9d8457da9,2023-07-02,A,농심 멸치칼국수 98g*,8801043004282.0,가공식품>즉석/편의식품>라면류>봉지라면,4500,1,4044,1,3
001501f8bf7b0585f5e5d20e5eafd63d,543f6f2762fa54ee7232595be1fac28b,2023-09-12,A,켈로그 콘푸로스트600,8801083001425.0,가공식품>즉석/편의식품>편의식품>시리얼,6980,1,5054,1,5
377c95a91777601367fe6a9d584d161a,2d95894b23ec24c11c898be402269018,2023-08-04,A,오뚜기백카레순한100,8801045010021.0,가공식품>즉석/편의식품>즉석/조리식품>즉석카레류,3780,2,3539,0,2
1fb6bfb73828415304cf49371315f70c,3c4d51a3a1153c595b4d82163f1f2c6c,2023-09-02,A,카레여왕치즈크림100g,8801052745930.0,가공식품>즉석/편의식품>즉석/조리식품>즉석카레류,3780,1,4044,0,7
f73d2f8edfe616671dde5b70ce8e6563,8cb9919932872469b83c1ba289cf8a95,2023-09-17,B,샘표 우리엄마 깨끗한깻잎,8801005302838.0,가공식품>통조림/병>기타통조림류>기타통조림류,2490,2,5054,0,8
96d315cb445c47e8d14143da76a9bf5b,1843e3a2d541284d75c28cd80a3bbb0d,2023-09-17,B,백설 천일염 오천년의신비,8801007140629.0,가공식품>조미료>종합조미료>가공염,4380,1,5559,1,3
08d278c1bc0f38f4fef265876b4901c6,9a365d39de524d9c45d1129e1c0e0259,2023-08-13,A,켈로그 콘푸로스트600,8801083001425.0,가공식품>즉석/편의식품>편의식품>시리얼,6980,1,3034,0,5
aa8af371b776a5d87f3d39240f16ad7f,9a365d39de524d9c45d1129e1c0e0259,2023-07-15,A,오뚜기부침가루1kg,8801045423500.0,가공식품>분말류>밀가루분말류>밀가루,3400,1,3034,0,2
7a858958657527c598df2ffeb4ee1cbc,9a365d39de524d9c45d1129e1c0e0259,2023-07-15,A,CJ백설핫케익가루1kg,8801007150321.0,가공식품>분말류>밀가루분말류>홈메이드믹스,5280,1,3034,0,4
ba1966815140df2a226583a5e0b4ed13,9a365d39de524d9c45d1129e1c0e0259,2023-07-15,A,곰표밀가루1kg(중력),8801176101018.0,가공식품>분말류>밀가루분말류>밀가루,1840,1,3034,0,8
ed695c9b25a2b9258bf48b370b71acb7,9a365d39de524d9c45d1129e1c0e0259,2023-07-15,A,오뚜기튀김가루1kg,8801045420509.0,가공식품>분말류>밀가루분말류>밀가루,3400,1,3034,0,3
a4ab1d61eb62e5f7e62b35bd59703a84,9be8c43c56b1c443875e3c989b076bd6,2023-09-03,A,농심 올리브짜파게티1,8801043015264.0,가공식품>즉석/편의식품>라면류>봉지라면,4880,2,3034,0,2
e68b8796eedfdd4216f454b0568b601f,a83c221cb429b3f845eaacaaba232c30,2023-08-26,A,동원 안심유야채어묵,8801047543336.0,가공식품>어육/연식품류>어육제품류>어묵,4480,1,4044,1,7
65a579905f4423cd197e32886981ec30,127a32e09b8bb90aa523f6d2215ab909,2023-09-13,A,오뚜기백카레약매100,8801045010014.0,가공식품>즉석/편의식품>즉석/조리식품>즉석카레류,3780,1,4044,0,4
85795400c4f1f100823e3b2fe986b934,2d95894b23ec24c11c898be402269018,2023-09-17,A,오뚜기딸기잼500g,8801045331324.0,가공식품>통조림/병>농산물통조림/병>과일류,6980,1,3539,0,5
0e3b195189ea84cf4b401bfb902bb9f4,8344f09cec5e3975bb2c3d828b62b5c7,2023-09-16,A,립톤 아이스티 복숭아,8801619800546.0,가공식품>커피/코코아>기타커피/코코아>기타커피/코코아,7290,1,4549,0,7
71e91a24258dc06df7c34869774e9b62,2a4f41274b14dd1afaa865314601b645,2023-09-17,A,청정원 순창쌈장 500g,8801052438016.0,가공식품>조미료>장류>쌈장,5400,1,4044,1,2
0d36219eaf23bfd312a4cd0dbf2a228a,ba8371f152e048537512fd3ab51b2eff,2023-09-06,B,오뚜기 순후추,8801045450421.0,가공식품>조미료>향신료>기타향신료,6180,1,3539,0,3
f03b7078c32a7bee5015f379bbc7f3f6,ba8371f152e048537512fd3ab51b2eff,2023-09-06,B,농심 올리브 짜파게티,8801043015264.0,가공식품>즉석/편의식품>라면류>봉지라면,4880,1,3539,0,2
8722628e6de004d4ce420a0420889d03,fbb4b5ff2bcc1b88a309890a15413f6d,2023-09-01,A,농심 안성탕면 125g*5,8801043014786.0,가공식품>즉석/편의식품>라면류>봉지라면,3700,1,5559,0,8
ca87fc8b053469a819945e4c1c5fc980,839a5092c95c4c443139af07985b85fe,2023-09-17,A,큐원 설탕(하얀) 1kg,8801013110104.0,가공식품>조미료>종합조미료>설탕,2350,1,3034,1,4
f97fa00382394a17d0119f5d2a0bb942,839a5092c95c4c443139af07985b85fe,2023-09-17,A,청정원허브솔트마늘52,8801052740379.0,가공식품>조미료>종합조미료>가공염,2970,1,3034,1,6
dc454e2da4caf9dc4b105531fbee72e2,199e5f99d9c854d23dfb8f1966bea483,2023-09-02,A,큐원 설탕(하얀)3kg,8801013110302.0,가공식품>조미료>종합조미료>설탕,6450,1,5054,0,5
35ae86260addcf736de15d76b4df9681,9b393d584ca62871db085af9d8457da9,2023-09-23,A,수미칩오리지널(85g),8801043010047.0,가공식품>과자류>비스킷>스낵,2250,1,4044,1,8
aef28f7c53da7b2ebbeff183e551dd87,6356f7a98a54ab8624e8f6ae79b3f426,2023-08-29,A,농심 안성탕면 125g*5,8801043014786.0,가공식품>즉석/편의식품>라면류>봉지라면,3380,1,4044,0,8
a49c93fb129c6e12c85d1c49746491ee,56b9f608cc2a34e0c2af1c809f35c0bd,2023-09-21,A,청정원천일염가는소금,8801052730431.0,가공식품>조미료>종합조미료>가공염,3900,1,4549,1,7
09e5345eb0812e07269c6be4e42d1c0c,d6a4750e9791c41b59d32c803fb76b80,2023-09-23,A,켈로그 콘푸로스트600,8801083001425.0,가공식품>즉석/편의식품>편의식품>시리얼,6980,1,4549,1,5
48325f0ea8f8e5603b2d8fab13566c69,f56a0e9e31747d177aa926ea320e8b17,2023-08-03,A,농심 안성탕면 125g*5,8801043014786.0,가공식품>즉석/편의식품>라면류>봉지라면,3700,1,4044,1,8
0748f5b7e54bdd8b2ccb4aab12ffb832,9c6b28a7af2849c11cbfdb2cfe0ce330,2023-09-19,B,오뚜기 양송이스프,8801045051109.0,가공식품>즉석/편의식품>즉석/조리식품>즉석 죽/밥류,1980,1,4044,0,3
ccbb63d89425c06eaadc83db82b8b771,9c6b28a7af2849c11cbfdb2cfe0ce330,2023-09-19,B,샘표 양조간장 701,8801005117081.0,가공식품>조미료>장류>간장,17010,1,4044,0,8
